,Date,User,Tweet
844,2021-05-17 05:28:16+00:00,muftimenk,Remember to thank the Almighty daily for every new day He allows us to face. At times we forget that even another breath of fresh air is a blessing. Forgive us for taking things for granted. May we always be mindful of our blessings and be reminded to count them every day.
845,2021-05-16 22:07:46+00:00,muftimenk,"Are you struggling in life, with things spiralling out of control? A struggle is an act of worship. The Almighty loves those who surrender completely to Him. There’s wisdom in your trials &amp; tribulations. Don’t scoff at them. Learn from them. Use them to draw closer to Him!"
846,2021-05-16 17:03:24+00:00,muftimenk,"When the Almighty has made you wait for a long while, be prepared for His abundant blessings. When He finally opens that door meant for you, no one can shut it. That’s a fact. Don’t even try! Your job is to walk  through it with utmost confidence, not arrogance."
847,2021-05-16 04:03:58+00:00,muftimenk,"When the Almighty has made you wait for a long while, be prepared for His abundant blessings. When He finally opens that door meant for you, no one can shut it. That’s a fact. Don’t even try! Your job is to walk  through it with utmost confidence, not arrogance!"
848,2021-05-15 16:01:06+00:00,muftimenk,"Be careful of the company you keep. When you surround yourself with people who constantly blame others, criticize, gossip, backbite and complain about everything &amp; everyone, you’re slowly poisoning your mind &amp; your life with their fears, doubts, and negativity. Break the cycle!"
849,2021-05-15 04:39:00+00:00,muftimenk,"Just because you have a positive outlook, doesn’t mean your world is full of pots of gold at the end of the rainbow, where you ignore life’s challenging tests. Not at all. It means that you respond to difficult situations in a more constructive rather than destructive manner."
850,2021-05-14 21:22:48+00:00,muftimenk,"If you’re feeling low, understand this. Such is life with its constant ups and downs. Highs and lows. Everything is in a state of flux. Nothing lasts so don’t allow yourself to overly grieve or rejoice too much. Exercise moderation in what you do. Protect yourself at all costs!"
851,2021-05-14 00:59:27+00:00,muftimenk,"Almighty. It’s been a difficult period for all. Even as we celebrate #Eid our hearts are breaking seeing the oppression going on. But in all this we lay our complete trust in You. Protect those most at risk, the elderly, women &amp; children. Comfort those who have lost loved ones."
852,2021-05-13 22:22:06+00:00,muftimenk,#EidMubarak https://t.co/vGHUYyFFkd
853,2021-05-13 18:29:31+00:00,muftimenk,May the Almighty fill our hearts with compassion on this beautiful day of #Eid. Spread the joy to all around you and don’t forget to reach out to those in need. #EidMubarak to all of you. Have a beautiful time with your loved ones.
854,2021-05-13 18:28:34+00:00,muftimenk,"Although we have heavy hearts thinking of our brothers and sisters in #Palestine, celebrating Eid does not prevent us from supplicating and supporting the oppressed in any way we can. May it be a means of elevation for them."
855,2021-05-13 18:28:14+00:00,muftimenk,"#EidMubarak
May the Almighty guide and bless you and your loved ones always. As we gather for the joyous occasion, spare a thought and pray for those facing turmoil and calamity the world over. Reach out to those in need."
856,2021-05-13 18:27:48+00:00,muftimenk,"No matter which day you’re celebrating #Eid, make it a point to touch lives and hearts whenever you get the opportunity. Give, forgive and  apologise. If you find difficulty doing it, make a commitment and start on this day of Eid. Channel your energy to things that matter."
857,2021-05-12 22:59:10+00:00,muftimenk,"For everything that you’ve achieved, be grateful. It happened only with the Almighty’s Will. You may think you’ve not achieved much but by doing what you've done, you’ve given yourself the ability to live that little bit better today than yesterday. That’s what progress is about!"
858,2021-05-12 13:49:43+00:00,muftimenk,"Selamat Hari Raya Aidil Fitri
Maaf Zaahir Batin
Eid Mubarak

Whether you're celebrating Eid Thursday or Friday, may the Almighty bless you and your loved ones always. Aameen

Have a joyous Eid!

#EidMubarak https://t.co/CtPWhSTfQu"
859,2021-05-12 00:26:12+00:00,muftimenk,Almighty. Our final moments of this blessed month have been marred by what’s going on in #Palestine and #Gaza. We pray for their safety. May peace and calm be restored. May You alleviate their suffering and all those going through similar scenarios the world over. Aameen .
860,2021-05-11 12:37:49+00:00,muftimenk,"Always ask the Almighty to grant us peace of mind. Don't let the noise around us distract us to the point where we can't figure out what He is doing for us. Instead of focusing on our problems, let us focus on His Plan for us. We need to bear patience &amp; walk in obedience."
861,2021-05-10 23:15:03+00:00,muftimenk,Never curse the experience you’ve encountered in your life journey. Each one was absolutely necessary in order to get you to the next level. Embrace it and use it positively; share it with others so they can learn from your experience as well.
862,2021-05-10 15:18:52+00:00,muftimenk,Heart breaking news on   #AlAqsaUnderAttack. May the Almighty safeguard the people of Palestine and the sacred Mosque. Keep them in your prayers in these last blessed nights #Ramadan . May justice and peace reign. Aameen
863,2021-05-10 11:04:13+00:00,muftimenk,Just because you’ve had a bad week doesn’t mean you’re doomed for life! Get a perspective on things. Do not let such setbacks define who you are. Remember the Almighty has promised ease after hardship. Live your life the best way you can and leave the rest fo the Almighty!
864,2021-05-09 22:16:27+00:00,muftimenk,"Among the traits the Almighty has warned us to stay away from: arrogance and pride. Don’t be deceived into believing that arrogance is wisdom. Far from it! The wiser you are the more humble you should be. Remember, it is not all about you. Always consider those around you!"
865,2021-05-09 05:48:11+00:00,muftimenk,"Be consistent in your acts of worship. Small, daily doses are better than one huge chunk and then nothing at all. The Almighty loves those deeds that are done consistently. Remember, baby steps and build it up progressively. That way, you’re more likely to have staying power."
866,2021-05-08 11:28:59+00:00,muftimenk,Anything that removes you from your comfort zone is uncomfortable. Growth is like that because you’ve never been there before &amp;  you’re getting adjusted to a new you. You’ve never seen this version of you. But growth is the only way forward. So be kind to yourself; seek His Help!
867,2021-05-07 23:34:21+00:00,muftimenk,"Keep your thoughts pure. Stop undermining whatever good the Almighty has sent your way by letting negative thoughts in. Keep a lid on such thoughts. Speak &amp; think whatever is true, honorable, just, pure, lovely &amp; commendable. Stay positive and your life will be transformed!"
868,2021-05-07 15:12:28+00:00,muftimenk,Keep going even when you find the road ahead long &amp; challenging. Keep going when you feel it’s a bad day &amp; you want to give up. Keep going when you feel your patience running out. Keep going because the Almighty knows your struggles. If only you knew the rewards waiting for you.
869,2021-05-07 04:04:29+00:00,muftimenk,"Almighty. Keep us from being distracted as there’s so much going on around us. It’s easy to focus on failure, frustration and fatigue. But we mustn’t. Instead, help us to take it one step at a time because we know You’re in full control. May we surrender to Your Decree. Aameen."
870,2021-05-06 22:28:26+00:00,muftimenk,"With only a week left in the blessed month, #Ramadan it’s common to start feeling a bit worn out by this time. One important tip to renew our motivation to help us end strong is to always remember the Hereafter &amp; the rewards that await us! It will be worth every bit. Keep going!"
871,2021-05-06 09:34:36+00:00,muftimenk,"Let go of the past that’s weighing you down. Otherwise, you’ll find it difficult to realize your goals. It’s foolish to live your life brooding over what was and what could have been. Learn from the past, and don’t repeat the same foolishness. Let it all go so you can grow!"
872,2021-05-06 00:18:00+00:00,muftimenk,"You don’t need people’s approval to be happy. If they have issues with you, it’s for them to resolve; not you. Just be sure you haven’t hurt anyone. You don’t have to prove anything to anyone. Let it go &amp; don’t let bad feelings fester. Seek your approval only from the Almighty."
873,2021-05-05 15:34:42+00:00,muftimenk,Don’t mock or look down on someone who’s trying to change for the better. Not everyone is on the same level of piety. Their baby steps might be so beloved by the Almighty that it could be their ticket to Paradise! It’s best to focus on ourselves and not what others are doing.
874,2021-05-05 00:02:37+00:00,muftimenk,"Give it your all these last days and do unselfish &amp; random acts of kindness. Whenever you see an opportunity to do good, just do it. Amidst all the problems the world faces today, sometimes it’s that one noble act that reminds us there's still some good around us! Go on &amp; do it!"
875,2021-05-04 14:19:14+00:00,muftimenk,"Are you the impatient type? Be careful. Impatience can be dangerous. Instead of trusting the Almighty’s timing, you think you know better? Get out of this mindset. Lay your trust in what He’s doing. He’s the best planner right down to the last second.  Never doubt that."
876,2021-05-04 07:57:00+00:00,muftimenk,"This is a fact. You’ll be attacked for doing something good by people who are doing absolutely nothing. They will just sit there and criticize your every move. Don’t worry about such people. Smile, shake it off, take it in your stride and say a prayer for them!"
877,2021-05-03 21:09:38+00:00,muftimenk,"Supplicate &amp; supplicate. Do it with utmost fervour during these blessed nights. May the One who created you bless you, protect you, heal you, forgive you,  promote you, comfort you &amp; ease all your affairs. He doesn’t need perfect words from you. Just a heartfelt call. Sincerely!"
878,2021-05-03 06:51:24+00:00,muftimenk,"Stop sharing your pain with everyone &amp; never on social media. There are many who would be happy to see you in pain. Be mindful who you allow into your circle. Not everyone is there for your healing. Some will even pray against you. Take your pain to the Almighty, your Healer!"
879,2021-05-02 15:38:32+00:00,muftimenk,"Almighty. Give us the strength to face these most blessed nights of #Ramadan. We ask You to accept all our prayers, fasts, charity &amp; good deeds, done solely for Your Sake. May we end this blessed month on a high note! Aameen"
880,2021-05-02 07:39:20+00:00,muftimenk,"Life is short. So don’t waste your energies on things &amp; people who don't contribute to your growth &amp; are busy with negativity. Wake daily recharged, eager to put to good use the blessings the Almighty has sent your way. Not everyone has this opportunity. Be grateful!"
881,2021-05-01 22:58:31+00:00,muftimenk,"These last ten nights of #Ramadan are the most blessed. Don't do anything to compromise its sanctity. Don't argue, swear, backbite or gossip. Focus solely on the Almighty. Do more good deeds, give generously; make an intent that every little bit you do is for Him and Him alone!"
882,2021-05-01 16:13:54+00:00,muftimenk,"Always keep in mind that on Judgement Day, the Almighty will weigh your deeds &amp; not count them. Quality over quantity. He looks at how much heart was in what was done. Who went out of their way to do it solely for the Almighty and who did it to show off?"
883,2021-04-30 23:47:57+00:00,muftimenk,"Your heart can’t bear the pain &amp; anguish anymore. You’re not alone. You feel distressed. You’re not alone. You need to be patient with what the Almighty has planned for you. For how long, you ask? He will decide on the best time! The more patient you are, the greater your reward!"
884,2021-04-30 11:33:26+00:00,muftimenk,"Are you worried about “what they will think?” Do they butter your bread &amp; pay your bills? Let them think what they will, you can’t control their thought process. The sooner you realize that, the more positive your outlook will be. Do things for the Almighty’s sake, not for others"
885,2021-04-30 01:57:26+00:00,muftimenk,Almighty. We ask You to help us realise our #Ramadan goal in getting closer to You. Soften the hearts of those who’ve yet to feel the sweetness of this blessed month; don’t let them give in to despair. Give them the strength to keep trying. We ask for Your Mercy &amp; Forgiveness.
886,2021-04-29 22:16:21+00:00,muftimenk,"Don’t get complacent with your blessings. The more grateful you are, the more the Almighty will send your way. The way forward is to keep nurturing what you already have. Learn to appreciate His Gifts. To be grateful is to find blessings in everything. A powerful attitude!"
887,2021-04-29 12:31:28+00:00,muftimenk,"If you’re feeling down and depressed at the moment, you have to believe that you’ll experience the favours of the Almighty in unexpected and unusual ways. For as long as you trust Him, He will turn your troubles, challenges and hardship in your favour. Bear patience!"
888,2021-04-29 03:03:23+00:00,muftimenk,"Never forget who’s in control of every aspect of your existence. So don’t let your grief consume you. Try to step away from your broken state, even if just for a moment. You’ll see things clearer; realise that you own nothing at all. Everything’s on loan from the Almighty!"
889,2021-04-28 18:56:04+00:00,muftimenk,"Strengthen your link with your Maker. Don’t lose heart. Each day we’re being challenged from the outside and inside. But stay firm because for all your worldly troubles, eternal bliss awaits you. Focus on the task at hand and know that it’s temporary. Stay motivated!"
890,2021-04-28 12:05:42+00:00,muftimenk,"What a judgemental society we live in! People will form their own conclusions of you based on a tweet or a Facebook status.  They judge your appearance, accent, the way you dress etc. Just because you’re different from them, they look down on you. Stand your ground. Be polite!"
891,2021-04-27 23:57:34+00:00,muftimenk,"No matter how much good you do or how much others value you, there will always be that one person who doesn’t like you. So be it. Such is life. Remember, you’re not everyone’s cup of tea and that’s ok. The sooner you accept it, the easier it becomes to move on with your life."
892,2021-04-27 04:32:30+00:00,muftimenk,Disappointment mostly comes about because of your expectations; not because of other people’s behavior. Accept the fact that people will let you down. Time &amp; again. They’ll show you their true colours eventually. Learn to expect only from the One who made you. He always delivers!
893,2021-04-26 19:52:30+00:00,muftimenk,The Almighty will never ignore your pleas. He will never leave you empty-handed. He will replace everything you’ve lost. He will give you something even better when you leave whatever He has prohibited &amp; disallowed.  That’s how merciful He is &amp; He always wants the best for us!
894,2021-04-26 11:46:00+00:00,muftimenk,"We're almost at the halfway mark in #Ramadan.  For those striving hard, keep going. For the rest, it's never too late. The most crucial thing is to finish strong as we enter the last ten nights. The Almighty knows &amp; sees all our efforts, no matter how small. So give it your all!"
895,2021-04-26 02:29:52+00:00,muftimenk,"If you take care of your relationship with the Almighty, He will care of you in ways you never imagined. So nurture the relationship and build that bond. He will grant you the strength you need. He is always building you up even when it seems like He’s breaking you. Trust Him."
896,2021-04-25 19:38:31+00:00,muftimenk,"Don’t wait to turn back to the Almighty. Do it in these blessed days of #Ramadan. The sooner, the better. Seek Him. Thank Him &amp; you’re on the road to a better life. It’s a misconception to wait for things to be prefect before you pray. Things will never be perfect. Start now!"
897,2021-04-25 12:03:25+00:00,muftimenk,"When you do things the Almighty’s way, you’re a winner. Every time. It may not be apparent immediately but it will surely show up eventually. Satan will always intervene. Be sure to protect yourself against His whisperings. Be strong. Remain steadfast and don’t cave in!"
898,2021-04-25 00:12:12+00:00,muftimenk,"Don’t block your blessings by being bitter about someone else’s. Keep gratitude alive in your heart. After all, the Almighty has given you more than what you’ve asked for; with more on the way. Recognize that because He can take it away anytime. Being grateful will increase it!"
899,2021-04-24 07:43:15+00:00,muftimenk,"Life can be short and unpredictable. You need to come to terms with this and when you finally do, you’d give up a lot of the unnecessary stress that you cause for yourself. It also becomes easier to give up all the drama, let go of grudges and value what you have in your life!"
900,2021-04-23 20:46:42+00:00,muftimenk,"Never say you've nothing to offer someone who's down &amp; needs help. A listening ear, a word of encouragement, kindness or even a smile can lift the person out of his doldrums. Be generous with whatever the Almighty has given you because it will all come back to you one day!"
901,2021-04-23 07:09:55+00:00,muftimenk,Almighty. We ask You to forgive all our sins. You know how much we have transgressed and the countless sins we have committed. Do not take us to account for our lack of attention. Do not punish us for messing up repeatedly. Continue to be patient with us. Have mercy on us! Aameen
902,2021-04-22 22:37:34+00:00,muftimenk,"In this age of social media, everyone wants overnight fame and instant gratification. Nobody wants to do the hard work. The truth is hard work is the prerequisite. Else nothing is achieved. Don’t let anyone tell you otherwise. We need to face the brokenness in order to shine."
903,2021-04-22 14:24:53+00:00,muftimenk,"Never tear someone down to build yourself up. You may enjoy momentary bliss but that’s all; it won’t last! We may not realize but we tear others down by laughing at them &amp; the things they do, especially when they make mistakes. Stop this! The tables can &amp; will turn. Wait for it!"
904,2021-04-22 03:17:08+00:00,muftimenk,"Stop comparing your marriage to what you see online. Couples post pictures making it look like they’re having a perpetual honeymoon and you fall for it. You get miserable. Wake up. Real life isn’t like that. Besides, envy is dangerous. Disastrous even; so get offline &amp; on track."
905,2021-04-21 17:51:57+00:00,muftimenk,Upholding the ties of kinship is important &amp; severing them is a sin. Use this blessed month to mend  whatever is cracked or broken. Don’t wait. You’re missing out on a lot of blessings if you let bad feelings fester between family and relatives. Go on; make the first move!
906,2021-04-21 08:08:04+00:00,muftimenk,"You’re on the verge of giving up because you can’t stand the pain. You’re wondering if the Almighty is aware of what you’re going through. Never doubt He’s All-Knowing, All-Seeing. Remember, you might be experiencing tremendous pain but the result will be beautiful! Trust Him!"
907,2021-04-20 18:53:01+00:00,muftimenk,"Count your blessings instead of your problems. Do that often; you’ll emerge the winner. You’ll find pathways charted for you. The Almighty will grant you strength in times of need, peace in chaos, joy in sadness and hope in hopelessness. The Lord of the Worlds won’t disappoint!"
908,2021-04-20 10:46:12+00:00,muftimenk,"Whatever you want to do, do it soonest possible. Don’t wait for the perfect time, the perfect moment, the perfect day. It doesn’t exist. Perfection is not for this world. So before you end up miserable because you’ve been stuck waiting, act on it. Let the Almighty be your Guide."
909,2021-04-20 04:08:18+00:00,muftimenk,"The truth is people will talk about you and there’s not much you can do about it. Don’t throw yourself into emotional turmoil when you hear what they’re saying. Remember, the problem is theirs, not yours. If you feel the need to defend yourself against a lie, do it calmly!"
910,2021-04-19 19:48:25+00:00,muftimenk,Plug in with the Almighty wholeheartedly. Do it consciously. Don’t let worldly affairs get in the way. Cut off all the distractions in your path. Those who try to lead you astray. Those who waste your time. Let them all go. Life’s too short to be engaging in futile activities.
911,2021-04-19 06:30:15+00:00,muftimenk,"If their success intimidates or upsets you, then you have a problem. You’re not fully focused on your own journey. You’re also letting ego get in the way. Learn to disengage from what others are doing or not doing. Pay no attention to their harsh words too. Mind your own journey."
912,2021-04-18 22:13:33+00:00,muftimenk,#Ramadan is a very blessed month. Don’t waste it. Give it your all. Losing out would be foolish as you may not see the next one. Let us strive to make this the best month. The Almighty has promised forgiveness &amp; huge rewards if you fast solely for His sake. Paradise awaits you.
913,2021-04-18 11:46:10+00:00,muftimenk,Don’t ignore what you think are the small things in life. They could be the ones that bring you the greatest benefit. Don’t take things for granted. The Almighty puts everything in your life for a reason; to fulfill a purpose. Read the signs. Often you’re too busy to see them.
914,2021-04-18 04:04:52+00:00,muftimenk,"You don’t need the solution to everything. Some questions don’t need answers &amp; they’re better left that way. You just need a firm heart, full of trust and firm belief. A heart full of love &amp; peace. You’ll be amazed at how much more you can get out of the unspoken than just words!"
915,2021-04-17 22:29:57+00:00,muftimenk,You’re feeling ill at ease because you think your life is lacking what you see others have on social media. Don’t fall for this. Understand that not every voice you hear and every post you see on social media is for you. Learn to be discerning. Protect your clarity of mind!
916,2021-04-17 14:08:19+00:00,muftimenk,Looking at the positives when calamity strikes is not for the faint-hearted. You need to have a solid link with your Maker. You understand that difficult times help move you forward. Struggle and strife are standard life lessons. Embrace them and see things in perspective!
917,2021-04-16 23:09:22+00:00,muftimenk,"Every chapter in your life serves a purpose. Yes, even the ‘bad’ ones. The Almighty never wastes anything that He puts you through. So whenever you feel hopeless or alone, close your eyes; remember that He’s with you. He will never abandon you. Trust that better days are coming!"
918,2021-04-16 08:42:25+00:00,muftimenk,"Whatever you’re going through, don’t quit. Carry on with the journey knowing that something better awaits you. Because He has promised ease after hardship. That should be a good enough reason. When you get through it, you’re going to be stronger, wiser and more resilient!"
919,2021-04-16 03:28:51+00:00,muftimenk,"Almighty. Keep us far away from obscene speech, ignorant acts, argument and insults, not just because we’re fasting but because they incur Your Wrath. Such actions are often intended to offend, intimidate, cause emotional upheaval etc. Let’s clean up our acts. #Ramadan"
920,2021-04-15 13:11:14+00:00,muftimenk,We are not perfect. We are a work in progress. We will continue to make mistakes. But that’s part of the process. Don’t start doubting yourself and your ability. Be kinder to yourself. Allow yourself some leeway. Be guided by the Almighty always and have a blessed journey!
921,2021-04-15 06:22:55+00:00,muftimenk,"When the Almighty makes us wait, there’s wisdom in it. Don’t think it’s a punishment. It could be a protection or perhaps, preparation. Always think good thoughts because He always wants the best for us. It may not be what we envisaged but it’s what we need at that point in time!"
922,2021-04-14 21:13:13+00:00,muftimenk,"Don't be so easily deceived by this worldly life. It’s full of trickery. It will sap your energy &amp; leave you totally exhausted. If &amp; when you eventually get what you want, you’d have to forgo some aspects of your life. Keep your faith intact! That is non-negotiable at all times!"
923,2021-04-14 17:01:37+00:00,muftimenk,"Focus on yourself. Mind your own business. Don’t start comparing and spoil every blessing you have. Remember, your grass will never get greener by focusing on someone else's lawn. Water your own. Nurture your own. Refocus your energy on your blessings. You’ll reach your goals!"
924,2021-04-14 03:26:03+00:00,muftimenk,Let #Ramadan calm you and soothe you. Your soul needs it. Let it cleanse you and purify you and remind you of the countless blessings the Almighty has sent your way. Let your heart be filled with gratitude. Let it soften even more as you do what it takes to get closer to Him!
925,2021-04-13 22:20:53+00:00,muftimenk,"Do you consider yourself strong? Are you among those who make time to help others, even when you’re struggling with your own issues? Life is about service to others. We’re often preoccupied with our own selfish needs. Start reaching out to others &amp; see how life is transformed!"
926,2021-04-13 15:13:18+00:00,muftimenk,"The first of the new series entitled Verses of Hope and Healing from the Noble Quraan.

Subscribe to my YouTube Channel to receive daily notifications. 

https://t.co/92bzbxGAmc"
927,2021-04-13 14:32:02+00:00,muftimenk,Almighty. Keep our hearts humble as we begin this blessed month #Ramadan. We seek Your Mercy and Forgiveness and may You keep us steadfast. We beg you to open spiritual doorways for us and answer our prayers. May we use this time to purify our hearts and gain closeness to You.
928,2021-04-13 03:29:20+00:00,muftimenk,"Many have started  #Ramadan today, the rest tomorrow. I wish each and every one of you the most blessed and spiritually uplifting month amidst the difficulties we are all facing. May the Almighty keep us steadfast and make us better people, reaching out to those in need."
929,2021-04-12 16:56:16+00:00,muftimenk,"It is normal to start and end Ramadan a day apart in different regions based on the sighting of the moon, timezone and other rulings. #Ramadan has been announced in Saudi Arabia and many countries. Southern Africa has NOT yet sighted the #moon.

#RamadanMubarak  to one and all."
930,2021-04-12 03:29:17+00:00,muftimenk,"Just because someone is intimidated by your light, doesn’t mean you shine less bright or dim it! In fact, it means you should shine even brighter; especially in an increasingly dark world. There are those who need that light &amp; goodness. You’ll never know whose life you’ll touch!"
931,2021-04-11 15:37:53+00:00,muftimenk,Don’t fret over failure. It happens to the best of us. It’s no big deal if you fall down; just don’t stay there. Get back up &amp; get moving again. Sometimes you may get knocked down lower than you’ve ever been. Make sure you stand back up taller than you ever were. Don’t cave in!
932,2021-04-11 08:08:15+00:00,muftimenk,"The irony of it all. Death is chasing us just like we’re chasing this temporary world! Today, many souls left us; the same will happen tomorrow. The truth is we're clueless when our time will come. Let us be prepared &amp; always be in a state of obedience to our Lord! Turn to Him!"
933,2021-04-10 20:54:12+00:00,muftimenk,"When you lay your trust in the Almighty &amp; let Him guide you, have faith in the journey. Satan will cast doubts &amp; aspersions along the way. Learn to ignore them. Seek guidance from the Almighty &amp; pay no heed to the whisperings. Above all, stay firm &amp; unflinching in your belief!"
934,2021-04-10 04:58:57+00:00,muftimenk,Why is it that many can’t stand it when someone is doing well? They will try to plant seeds of doubt in people’s minds. They may even spread falsehoods just to hijack the success story. Let them plot &amp; plan. The Almighty’s fully aware &amp;  in control. Trust Him to pave the journey.
935,2021-04-09 20:28:18+00:00,muftimenk,"Do good solely for the sake of the Almighty. He loves those who do good. Whatever others are doing to you, reciprocate with kindness &amp; goodness. Relieve others from their worries, even if they don't help you. Make this your life mantra &amp; watch how peaceful your life becomes!"
936,2021-04-09 11:45:22+00:00,muftimenk,Keep supplicating to the Almighty. It’s one of the best cures for diseases of the heart. Communicate with your heart &amp; soul. Get close to Him. He will comfort you. Don’t search for happiness in a place where you will not find it. Know that true happiness comes from Him alone!
937,2021-04-09 06:15:56+00:00,muftimenk,Almighty. Grant us a #Ramadan like we’ve always known. Here we are on the cusp of the most awaited month. Allow us to reach it in the best of faith and health. Grant us a great and blessed month. Shower us with Your forgiveness. May You accept our sincere repentance and prayers!
938,2021-04-08 17:31:02+00:00,muftimenk,"Just because you’re on a bad chapter in your life right now, doesn’t mean it will stay like that  forever. Ease will come. Good and better chapters await you. Believe it! Trust the journey. Nothing you battle is ever wasted. It's all going to work for your good. Be encouraged!"
939,2021-04-08 09:40:44+00:00,muftimenk,"In a world obsessed with physical beauty, remember it’s the purity of the soul that matters. People with such souls are more elegant and beautiful than those adorned with the finest designer wear and jewellery. Cherish such people because they’re the true expression of beauty."
940,2021-04-08 04:02:16+00:00,muftimenk,"Learn to be more grateful. Focus on what you have, your blessings, the people you love, the opportunities you’ve been given etc. The Almighty loves those who are grateful. He rewards them in unimaginable ways. You could be one of them. Make gratitude a way of life. Embody it!"
941,2021-04-07 18:49:39+00:00,muftimenk,Go on and inspire others. Give people some hope. Give them a reason to believe in better and that all is not lost. You have no idea how powerful and far-reaching this could be. Spread goodness and positivity and you’ll see the difference it makes to those around you!
942,2021-04-07 08:15:54+00:00,muftimenk,"If you have a strong connection with your Maker, you’ll be warned when something doesn’t feel right. The world calls it intuition or gut feel. The truth is it’s the Almighty giving you an inkling of what lies ahead. Pay close attention because it could save you from a calamity."
943,2021-04-06 15:40:09+00:00,muftimenk,"Cultivate the habit of saying less. Why do we feel the need to explain or justify everything that we do to others? There’s no need for this. Many of us have been brought up that way. Break free from this norm. Not everyone needs to know everything. Remember, less is always more!"
944,2021-04-06 04:30:09+00:00,muftimenk,Pray for others. Don’t just pray for yourself. Many are hurting in silence. Sadly our society encourages us to make others feel like everything is always okay. Surely you should be allowed to say otherwise and that you need help. Don’t forget a smile can be a sign of silent pain!
945,2021-04-05 20:31:17+00:00,muftimenk,"The thing about life is, it carries on, with or without you. Be prepared for whatever comes your way. When you least expect it, it will test you &amp; challenge you. How you respond will set the tone for the rest of your life. Don’t take things for granted. Be on guard always!"
946,2021-04-05 08:32:16+00:00,muftimenk,"Don’t make people a priority. You’ll be disappointed. Yes, do your best &amp; cultivate good relationships but don’t hinge your hopes on them. They’re human &amp; they have weaknesses. Put the Almighty at the top of the list always. He will give you insight &amp; wisdom in your journey!"
947,2021-04-04 22:20:11+00:00,muftimenk,"It gets harder to stay focused when your trials get more challenging. Some may even become disillusioned. But always believe that despite the twists and turns in your life, the Almighty’s totally in control. The truth is that’s what faith is all about!"
948,2021-04-04 14:33:55+00:00,muftimenk,"When you have to lie about someone, you have a diseased heart. You may get temporary euphoria but it won’t last. It’s a sign of their success and your failure. Sooner or later, it will all come back to you. Don’t rob others of what is theirs. Fear the Almighty. He is All-Seeing."
949,2021-04-04 05:03:36+00:00,muftimenk,"Start &amp; end your day with the Almighty. You’re better off that way. Everything else in between will fall into place. With Him in your life, all things are possible. Make it a daily commitment to include Him in all that you do! You’ll have less stress, feel better &amp; worry less!"
950,2021-04-03 22:43:59+00:00,muftimenk,"Be kind to yourself. The Almighty never asked you to burden yourself. Be realistic. Don’t think good deeds must be huge or not at all. No! He loves small, consistent deeds. No flash in the pan acts. Don’t sabotage yourself by limiting it to big, showy deeds done once in a while!"
951,2021-04-03 05:52:18+00:00,muftimenk,"Never feel bad about saying no to the wrong things. Habits, people, activities. They can come in many forms. Seek your strength from the Almighty. He will pave the way for you to say yes to the right things. He will send profound blessings into your life. Watch it unfold!"
952,2021-04-02 17:02:41+00:00,muftimenk,Don’t waste time. Quit trying to change your hater’s mind. Quit arguing with those whose sole intent is to tear you down. Quit debating with those who don’t really matter. Let them get on with their life and you carry on with your purpose. Let the Almighty handle the rest.
953,2021-04-02 05:24:07+00:00,muftimenk,"Don’t wait for perfect circumstances. They don’t exist in this world. Do your best today. Don’t wish it away by waiting for better days to come. Trust the Almighty to give you what’s best.  Remember, He will always provide. Keep obeying Him and your blessings will follow!"
954,2021-04-01 22:47:14+00:00,muftimenk,"Almighty. Our world is broken and hurting. Too much is going on which we can’t comprehend. It’s easy to feel overwhelmed. Help us to rest in the fact that You are in full control. Help those who are struggling in one way or another, amid the confusion. Guide &amp; protect us always!"
955,2021-04-01 16:00:36+00:00,muftimenk,Being positive is a mindset. It means you choose to respond in a manner that’s optimistic &amp; constructive. You remember that the outcome could have been worse. It doesn’t mean you’re in denial that life is a bed of roses. Far from it. It means you’re grateful for what life offers.
956,2021-04-01 14:39:19+00:00,muftimenk,"To Follow My Ramadan 1442/2021 Series
Subscribe to my YouTube Channel
https://t.co/5FE2MWaA8H"
957,2021-04-01 04:04:48+00:00,muftimenk,"Be wary of destructive criticism. When people are envious of you, don't let their cheap shots bother you. They will make slanderous statements, spreading insults, half truths and lies. It says more about them than you. Focus on those who are sincere and work on your shortcomings."
958,2021-03-31 21:36:17+00:00,muftimenk,"Focus your mind on the Almighty, under all circumstances. If not, you’ll get distracted by the worldly stuff. Many things can sabotage your attention; your problems, your insecurities etc and they will cloud your mind and judgement. So always rely on Him. Not your own strength."
959,2021-03-31 07:00:35+00:00,muftimenk,"See everyday as a new chapter in your life. The past is over so don’t live there. Stagnation is dangerous. Honestly, you don’t want to be stuck there. Move along with firm belief that the Almighty has planned well for you and your loved ones. Go on. Write that next chapter!"
960,2021-03-30 20:32:21+00:00,muftimenk,"In every chaotic moment you’re experiencing, there’s always a choice. Peace or worry? The choice is yours. If you believe that the Almighty is in control, then why worry? Choose peace because you know deep down in your heart that the Lord of the Worlds will grant the best outcome"
961,2021-03-30 09:54:01+00:00,muftimenk,"You may not be happy now. You may be questioning why things didn’t happen the way you had planned. But trust me, one day, you'll look back and be so pleased  that things didn't work out the way you thought you wanted. That’s because the Almighty always knows best!"
