Date,User,Tweet,Like Count,Media,In Reply To User,Mentioned Users,Hashtags,Language,Outlinks,Reply Count,Retweet Count,URL,Quoted Tweet
2019-10-21 20:52:24+00:00,muftimenk,Don’t despair when you see others receive blessing after blessing & have their prayers answered. Understand that the Almighty has a plan. He will respond when He feels the time is appropriate; when He feels that you’re ready to receive what you’ve been asking for! Patience!,20303,,,,,en,,200,7972,https://twitter.com/muftimenk/status/1186384763122307079,
2019-10-21 13:22:04+00:00,muftimenk,"Social media makes you focus on what others have. You yearn for their lifestyle, their five-star holidays, palatial homes and perfect  families. You are immersed in something that’s not yours. Start focusing on what you have. Be grateful. You have a lot to be thankful for. A lot!",26253,,,,,en,,230,11677,https://twitter.com/muftimenk/status/1186271434613706752,
2019-10-21 05:53:10+00:00,muftimenk,"You’re my Creator, Provider, Cherisher, Bestower, Sustainer & Curer.
You’re my source of strength & wisdom. You’re my Eternal Refuge.
You’re my Guide & Protector.
You’re my go-to in good & bad times.
You’re the Lord of the Worlds.
You’re the One.
The Almighty.",20409,,,,,en,,235,6271,https://twitter.com/muftimenk/status/1186158466924236801,
2019-10-20 19:00:02+00:00,muftimenk,"Never lose hope in His Mercy. To do so is an insult to the Almighty. It’s also a grave sin. Lay your trust in Him firmly & always do your best in all that you undertake. Everything will work out in the end. It may not be how you planned it, but it’s certainly part of His Plan!",19100,,,,,en,,121,6546,https://twitter.com/muftimenk/status/1185994098001502209,
2019-10-20 11:08:12+00:00,muftimenk,Feeling stuck in life? Do you keep going round in circles? Then you have to stop doing what you’re doing & take stock of your life. Reevaluate your priorities & shift your mindset. Only then can you get out of the repetitive rut you’re in. Seek your strength from the Almighty,17386,,,,,en,,81,6622,https://twitter.com/muftimenk/status/1185875358739881984,
2019-10-20 00:28:19+00:00,muftimenk,"Live your life one day at a time. Do your best & be the best version of yourself, improving with each passing day. Don’t worry about tomorrow; let the Almighty take care of that. Remember, your journey is yours alone. Don’t be distracted. Pray for His guidance in all that you do!",20182,,,,,en,,127,8187,https://twitter.com/muftimenk/status/1185714327774322689,
2019-10-19 15:07:08+00:00,muftimenk,"Sometimes, when you get too comfortable & things are too smooth, the Almighty will shake you out of your comfort zone. Don’t be alarmed. Read His signs. If you have a good attitude & bear patience, He will grant you something that’s greater than you imagined.",22981,,,,,en,,173,9251,https://twitter.com/muftimenk/status/1185573100278075392,
2019-10-19 07:12:37+00:00,muftimenk,"Whatever pain you’re experiencing today will hold you in good stead tomorrow. The more you suffer today, the stronger you become. This life’s not a rosy bed. Tomorrow's success is based on today's discomfort. Patience, a strong willpower & the right attitude will see you through.",18732,,,,,en,,156,8135,https://twitter.com/muftimenk/status/1185453683573608448,
2019-10-19 00:36:12+00:00,muftimenk,It’s natural to feel tired and discouraged when life deals you a blow. We are generally weak and crumble with the slightest hardship. Always remember that you’re not alone. The Almighty will give you strength and power to overcome your difficulties. Trust Him completely.,21553,,,,,en,,172,8405,https://twitter.com/muftimenk/status/1185353923638358017,
2019-10-18 14:12:28+00:00,muftimenk,"Don’t be insensitive towards the feelings of others. Learn to be empathetic & feel for them. Put yourself in their shoes. Try at least. Sometimes it’s not what you do or say that is inconsiderate, it is the lack of it that hurts. Reach out to people. Listen more. Don’t judge.",16664,,,,,en,,73,7098,https://twitter.com/muftimenk/status/1185196956026466305,
2019-10-18 02:22:03+00:00,muftimenk,Almighty. Protect us from those who are trying to harm us & have bad intentions towards us. Keep our hearts from fear & fill it with love & goodness. You are indeed our refuge & strength! Surround us with those who will empower us. May You always be our Guide & watch over us!,23821,,,,,en,,722,8789,https://twitter.com/muftimenk/status/1185018173906513921,
2019-10-17 16:44:32+00:00,muftimenk,It takes more than willpower to stop worrying. You know that because you’ve tried it. Yet you can’t seem to stop worrying. People who don’t know the Almighty & how He works tend to worry more. Hand over what you can’t control to Him & let Him take over. Lighten your load.,14894,,,,,en,,101,5177,https://twitter.com/muftimenk/status/1184872833731612674,
2019-10-17 07:03:10+00:00,muftimenk,It’s a fact that your strength will offend some people. These are the ones who want to control & manipulate you & keep you bound! Don’t worry about them. They have no power over you! Only the Almighty does! Trust Him to take care of those who really need help. Remain steadfast!,14389,,,,,en,,110,5281,https://twitter.com/muftimenk/status/1184726529319657473,
2019-10-16 18:43:52+00:00,muftimenk,"Social media can ruin your marriage. Put together your smart gadgets & social media & you have a volatile combination that can dominate your marriage & control your life. Communication with your spouse should take priority. Don’t let anyone else, let alone your gadgets intervene!",14661,,,,,en,,95,5168,https://twitter.com/muftimenk/status/1184540480245325824,
2019-10-16 00:49:10+00:00,muftimenk,Choose peace over conflict. It’s a better way to go. Choose silence or choose to walk away from those who are always looking for a battle about someone or something. You can’t win even when it’s not about you. So don’t bother getting drawn into situations  that will drain you!,18662,,,,,en,,122,7601,https://twitter.com/muftimenk/status/1184270023378034689,
2019-10-15 20:32:08+00:00,muftimenk,There are so many dissatisfied people around us. Those who are always quick to complain. They speak like the whole world owes them a living. Nothing good comes out of their mouths. They can ruin your day & sap your energy. Try your best not to engage them. Pray for such people.,14603,,,,,en,,98,5620,https://twitter.com/muftimenk/status/1184205338817511424,
2019-10-15 09:02:04+00:00,muftimenk,Getting close to the Almighty is not something that will happen overnight. It’s hard work. Set daily goals. Push yourself but be realistic. Pray. Do all that He’s  prescribed for you. Do your best. He knows you’re trying. But you have to make an effort. Keep going!,18731,,,,,en,,99,6446,https://twitter.com/muftimenk/status/1184031677200457728,
2019-10-15 00:23:36+00:00,muftimenk,"There’s no reason to fear anyone other than the Almighty. Our sustenance is not determined by anyone but Him. When we understand this, it should lead to peace & tranquility in our hearts. If we put our trust in Him alone, we know that everything is according to His Decree!",14784,,,,,en,,107,4848,https://twitter.com/muftimenk/status/1183901198715363328,
2019-10-14 07:21:04+00:00,muftimenk,"Our wisdom is limited. We can’t see beyond a certain point & certainly not what lies ahead. Even when you don't understand all the details of the plan, the Almighty, with His Divine Wisdom, knows everything, right to the last detail. So why don’t we trust Him with our affairs?",12621,,,,,en,,86,4053,https://twitter.com/muftimenk/status/1183643870199988224,
2019-10-13 22:57:06+00:00,muftimenk,"Stop trying to please people. The truth is, you’ll never be good enough. Even at your best, they’ll find something to pick on. That’s the nature of Man. So stop sacrificing your happiness for people who don’t care much about you. Keep your heart attached to your Creator. Content!",31577,,,,,en,,201,14878,https://twitter.com/muftimenk/status/1183517042156228608,
2019-10-13 17:20:04+00:00,muftimenk,"As you climb the ladder of life, make sure it’s on solid ground. This represents your faith integrity and truth. Others will be jealous. Don’t worry about them. The only ones you should be looking at are the ones who are going in the same direction. Lift them up as well!",12692,,,,,en,,66,4275,https://twitter.com/muftimenk/status/1183432228119941121,
2019-10-13 06:28:39+00:00,muftimenk,"If you want ease in your life, don’t make things difficult for others. Treat people the way you want to be treated. What you consider small gestures of kindness can go a long way to ease tensions & spread goodness. Always have the best manners; a trait of the people of Paradise!",22601,,,,,en,,145,10101,https://twitter.com/muftimenk/status/1183268292066238464,
2019-10-12 21:42:05+00:00,muftimenk,"If you want change, do it soonest possible. If you want to repent, do it now. Don’t wait. We often tell ourselves, there’s time to do it tomorrow. Don’t let Satan trick you. Tomorrow is not promised to anyone. Waiting is not an option so let us not delude ourselves any longer!",15600,,,,,en,,73,5868,https://twitter.com/muftimenk/status/1183135778609733632,
2019-10-12 14:23:54+00:00,muftimenk,"No matter how complicated life gets, stay in your own lane. Don’t get involved in other people’s lives or their drama. They will try to get you on board & make you take sides. Don’t. Let’s face it, life’s complicated enough. Focus and mind your own business. It’s less stressful!",18515,,,,,en,,135,8120,https://twitter.com/muftimenk/status/1183025504322015232,
2019-10-11 22:57:40+00:00,muftimenk,"It’s alright to disagree with someone. You don’t have to engage in an argument or get nasty about it. Politely decline to waste time arguing. You’re entitled to your opinion, just like the other person. Remember, the wise would always hold their tongue and keep the peace.",18397,,,,,en,,103,7521,https://twitter.com/muftimenk/status/1182792411862437888,
2019-10-11 16:41:58+00:00,muftimenk,"Quit worrying about the problematic people in your life. The troublesome ones, the petty ones who are trying to hold you back & create unease. Let the Almighty take care of them. He knows how to move the wrong people out of your life and bring the right people in. Trust Him!",15011,,,,,en,,111,5591,https://twitter.com/muftimenk/status/1182697863312224256,
2019-10-11 12:28:27+00:00,muftimenk,Discipline your mind to focus on what truly matters. Let’s face it; there’s so much clutter in our minds because we all suffer from information overload. Focus on the issues and people who matter. Let go of things which are of no consequence. You’ll enrich your life that way!,12467,,,,,en,,65,4833,https://twitter.com/muftimenk/status/1182634062697107457,
2019-10-11 03:42:16+00:00,muftimenk,"Almighty. Give us a steadfast faith & complete trust in You in this uncertain world; knowing that You’ll protect us, come what may. Guard us from temptation & those who’d try to make us compromise our convictions. Let us not attach our hearts to this temporary world. Aameen.",13170,,,,,en,,256,4005,https://twitter.com/muftimenk/status/1182501646473011200,
2019-10-10 22:37:39+00:00,muftimenk,"If there are people in your life who treat you poorly and try to make you feel like you are less than enough, or that you need to prove your worth in some way, keep your distance from them. Spend time instead with people who lift you up. Keep your heart attached  to your Maker.",21448,,,,,en,,156,8794,https://twitter.com/muftimenk/status/1182424986709049344,
2019-10-10 10:21:46+00:00,muftimenk,"Pray for those who hide their sufferings from the rest of the world. They always have a smile for you & you end up thinking they’re completely fine. These are the ones who spend their nights crying out to their Lord, begging for His Mercy and relief from their trials. Respect!",21203,,,,,en,,138,8101,https://twitter.com/muftimenk/status/1182239792291078144,
2019-10-10 03:42:30+00:00,muftimenk,"Whatever others may have done to you, don’t let their actions  turn you cold on the inside. More importantly, don’t let it make you unkind. Seek comfort and solace in the Almighty.  Cry your heart out, be sad but get up again. Learn from the experience but don’t become bitter!",19949,,,,,en,,130,7974,https://twitter.com/muftimenk/status/1182139314169434113,
2019-10-09 20:47:50+00:00,muftimenk,"Beware the one who dilutes his faith just to appease the masses. You may think you’re getting away with it but remember, the Almighty is All-Knowing. There’s no such thing as going with the flow in matters of faith. Make the Almighty your priority. You will be truly prosperous!",10389,,,,,en,,52,3172,https://twitter.com/muftimenk/status/1182034961139929088,
2019-10-09 13:36:54+00:00,muftimenk,"There’s good in every hardship. Recognise the signs. The days you were broke because you lost your job, the days you grieved because you lost a loved one, the days you wanted to give it all up was the time you found something priceless. You found your strength in the Almighty!",17935,,,,,en,,111,6527,https://twitter.com/muftimenk/status/1181926511315738624,
2019-10-09 04:30:22+00:00,muftimenk,"If you’re feeling stuck and down in the dumps often, ask yourself, are you focusing on disappointments? Becaus if you are, you won’t be able to move forward. You’ll feel a heavy load on your back. Let go of whatever it is that’s holding you back. Forgive and move on.",18249,,,,,en,,94,7130,https://twitter.com/muftimenk/status/1181788974844649472,
2019-10-08 18:13:52+00:00,muftimenk,Giving is good. It gives you a sense of purpose. But there are those who will squeeze every drop of goodness from you. That’s where you need to draw the line. Selfless giving can become overwhelming. It’s good to give more than you receive but keep your own interests in sight!,15546,,,,,en,,102,5726,https://twitter.com/muftimenk/status/1181633826205962240,
2019-10-08 06:31:11+00:00,muftimenk,"We had no say when we came into this world & we have no say when we’ll leave this earth. Yet, we behave as if we know it all. We trudge the earth arrogantly without sparing a thought for others! Humble yourself. If you don’t, the Almighty will surely send some lessons your way!",17322,,,,,en,,104,5957,https://twitter.com/muftimenk/status/1181456989303562241,
2019-10-07 10:31:44+00:00,muftimenk,There are people who enjoy putting others down. It’s a cruel way of making someone else seem less important than you. Avoid reacting immediately & don’t retaliate. Deal with it in your own time.  You could also ignore it because silence can be the best weapon at times!,15732,,,,,en,,109,6288,https://twitter.com/muftimenk/status/1181155137861165056,
2019-10-07 04:34:43+00:00,muftimenk,"Social media is making us anti-social. We’ve become so engrossed in technology & mostly our smartphones, that at times we become quite oblivious to our surroundings. If you feel you’re not being social enough, get off your devices, turn off your phone. Give it a try today!",17332,,,,,en,,120,6103,https://twitter.com/muftimenk/status/1181065293633855488,
2019-10-06 23:25:42+00:00,muftimenk,"Don’t use your children as pawns in your divorce. Many do it & the children suffer in the end. Communicate with the ex, set guidelines on child maintenance. Make sure you stop to consider how your actions are going to affect your children before you engage in them. Have a heart!",10149,,,,,en,,70,3176,https://twitter.com/muftimenk/status/1180987524182884352,
2019-10-06 11:12:33+00:00,muftimenk,"Do you trust your Creator? As in fully trust the Almighty to turn your life around? Some people always feel anxious, wondering what's ahead of them. They panic. They forget who’s in control of their lives. He wants you to keep your mind focused on Him. He will see you through it.",20193,,,,,en,,157,7313,https://twitter.com/muftimenk/status/1180803023620231169,
2019-10-06 02:51:48+00:00,muftimenk,"Don’t think that bad things happen only to you. They happen to everyone. Every single day. The difference lies in how you deal with any given situation. Your attitude counts. If you choose to see things in a positive light, then you’ll rise above it and overcome it eventually.",22940,,,,,en,,132,10351,https://twitter.com/muftimenk/status/1180677002795331585,
2019-10-05 15:58:36+00:00,muftimenk,"When people misunderstand & reject you, don’t feel miserable. It’s bound to happen sooner or later. It’s part of the Almighty’s plan to make you realize that you shouldn’t rely on His Creation but only on the One who created you. People will let you down but He will lift you!",20407,,,,,en,,163,8276,https://twitter.com/muftimenk/status/1180512622942261249,
2019-10-05 07:55:44+00:00,muftimenk,Don’t make the mistake of telling someone too much about yourself. Over sharing is bad. It can invite negative energy  from those who don’t want good for you. They will use the information in a way that can be detrimental to you. Share selectively only with those who truly care.,29121,,,,,en,,209,13819,https://twitter.com/muftimenk/status/1180391106267287554,
2019-10-04 23:24:41+00:00,muftimenk,"The Almighty did not create us to become popular with everyone and to live up to their expectations. No! We’re here to worship our Creator and be the best we can in this short life. If you find yourself deviating from this main goal, you’ll end up miserable. Get back on track!",16696,,,,,en,,79,5916,https://twitter.com/muftimenk/status/1180262492536262656,
2019-10-04 16:26:09+00:00,muftimenk,Stay firm & resolute. Don’t let circumstances sway your faith like a candle in the wind. Never doubt that the Almighty’s aware of everything that’s going on in your life. Don’t let others create doubts in your mind. He has brought you this far. Do you think He’ll abandon you?,15283,,,,,en,,146,5164,https://twitter.com/muftimenk/status/1180157165983735812,
2019-10-04 03:46:57+00:00,muftimenk,Almighty. Help us understand what is really happening in our lives. Give us the strength to surpass all the trials and problems that are coming our way. We’re doing our best. Remove every obstacle that prevents us from getting closer to You. Lead us to the path of righteousness.,22375,,,,,en,,518,8049,https://twitter.com/muftimenk/status/1179966109208006657,
2019-10-03 22:33:20+00:00,muftimenk,You can dream all you want but if there’s no action to realise those dreams then it amounts to nothing. Be proactive. Walk the talk. That’s the only way people will respect you. Words that don’t translate into action remain mere words. This life’s too short to waste like that!,15428,,,,,en,,79,6332,https://twitter.com/muftimenk/status/1179887185060913152,
2019-10-03 16:04:47+00:00,muftimenk,"Don’t feel like you have to take part in every conversation and every argument. Often people will draw you into it, egging you to take sides. Don’t. Exercise restraint. Be smart enough to know when to speak and when to remain silent. It will save you from a whole lot of trouble.",20914,,,,,en,,93,8938,https://twitter.com/muftimenk/status/1179789401968254976,
2019-10-03 08:03:47+00:00,muftimenk,"If you are often stressed, anxious, feel like a failure or you're not doing what you think you should be doing, consider this. Start helping others. You’ll feel a sense of self-worth that you’re actually making a difference & easing someone’s load. See how your life changes!",22223,,,,,en,,103,10275,https://twitter.com/muftimenk/status/1179668353427869696,
2019-10-02 22:16:32+00:00,muftimenk,"Just because you can’t do it, doesn’t mean the Almighty can’t do it! He’s the Lord of the Worlds. If He can turn night into day & have perfect synchronisation in things around us, He can surely  change our situation in the blink of an eye. He’ll do it when He knows you’re ready!",21454,,,,,en,,172,8409,https://twitter.com/muftimenk/status/1179520569055821830,
2019-10-02 13:01:28+00:00,muftimenk,"Many people find it hard to let go of past disappointments, regrets and losses. They keep revisiting old wounds. They keep thinking of what-ifs. Honestly, what good does it do? Learn the lesson. Move on. Get your gaze up onto the horizon and embrace what the Almighty has for you!",15351,,,,,en,,93,6855,https://twitter.com/muftimenk/status/1179380881737289730,
2019-10-02 05:33:40+00:00,muftimenk,The Almighty will get you there. Never doubt that. He will open doors you never imagined; place the right people in your path and grant you the ability to move on henceforth. You need to trust Him and do the best you can. Understand His Plan and read His signs. You’ll be okay!,18110,,,,,en,,174,6432,https://twitter.com/muftimenk/status/1179268188502147072,
2019-10-01 23:19:05+00:00,muftimenk,We may not understand why some things happen. Embrace them anyway.  Some of the most beautiful chapters in our lives happened when we weren’t sure what was going on . Life is what we make of it. The Almighty is watching how we respond. Thank Him upon all conditions. Always.,18635,,,,,en,,140,7838,https://twitter.com/muftimenk/status/1179173921951752194,
2019-10-01 16:18:03+00:00,muftimenk,"We all have a fixed time in our lives. Why is it that some are able to achieve much more than others? That’s because so many people run out of focus, discipline & determination. They just go with the flow, talk a lot & expect things to fall into place without lifting a finger!",11634,,,,,en,,67,4355,https://twitter.com/muftimenk/status/1179067962789171200,
2019-10-01 06:40:42+00:00,muftimenk,We live in an age of envy; social media has created a world in which everyone else seems happy but you. You’re finding it hard to come to terms with it. You can’t achieve the lifestyle you want but which you see others have. You need to get back to reality! Stop the comparison!,19719,,,,,en,,123,7687,https://twitter.com/muftimenk/status/1178922670773198848,
2019-09-30 21:26:14+00:00,muftimenk,"There’s so much negativity in the world around us that it’s so easy to feel down. Get hold of yourself. Don't let your burdens drown you. Don’t let your trials make you think there’s no way out. Remember, nothing lasts. Start focussing on your blessings, no matter how small.",17238,,,,,en,,100,7662,https://twitter.com/muftimenk/status/1178783134378315777,
2019-09-30 15:18:18+00:00,muftimenk,"Change is not easy. Change is hard work. Change requires discipline, focus, single-mindedness, commitment. But the truth is, if you are obsessed with results, you will never change. You’ll get nowhere. Focus instead on change & you’re more likely to get the results that you want.",20163,,,,,en,,94,9832,https://twitter.com/muftimenk/status/1178690541934002178,
2019-09-30 03:46:13+00:00,muftimenk,"Why is the Almighty taking so long to respond? We hear this almost daily.  We’ve wept, we’ve begged, cried our hearts out, but still He’s not answering. Why? Because He, with His Divine and Infinite Wisdom operates on His schedule.  But remember, your patience is your Paradise!",24123,,,,,en,,201,8565,https://twitter.com/muftimenk/status/1178516373955383298,
2019-09-29 20:09:22+00:00,muftimenk,"Always ask the Almighty to make you a blessing wherever you go. Let’s admit it. There are many out there who are plain downright painful to be around with. They make life difficult for others, behave in a demanding way & make it seem like the other person is the problematic one!",16188,,,,,en,,84,6286,https://twitter.com/muftimenk/status/1178401400902082560,
2019-09-29 09:56:20+00:00,muftimenk,Be wary of toxic people. They are the ones who always blame others for everything that happens so that they don’t have to take accountability for their own behaviour. They act like the whole world owes them a living! They will sap your energy. Let the Almighty take over. Peace!,22732,,,,,en,,151,10445,https://twitter.com/muftimenk/status/1178247128189149184,
2019-09-28 10:47:32+00:00,muftimenk,"When you hold on to hate, you allow people from your past to continue to hurt you. That’s not a wise move. People from your past should stay in the past. They can’t continue to hurt you unless you hold on to the hurt. Let go and let the Almighty deal with them. Lighten your load.",19596,,,,,en,,153,8320,https://twitter.com/muftimenk/status/1177897624034271232,
2019-09-28 03:43:27+00:00,muftimenk,"Don’t engage petty, small-minded people. They tend to give others a hard time with their perceptions of life; trapped in their own little cocoons. If you do not conform to their notions of life, you’re deemed wrong! Don’t get involved with such people. Pray for them to be guided!",18558,,,,,en,,102,7060,https://twitter.com/muftimenk/status/1177790901428658176,
2019-09-27 14:22:07+00:00,muftimenk,"In today’s world, we are obsessed with figures. The number of followers, the number of likes, the number of friends & so on. Dig deeper beneath those figures & there’s an important message. Do not count the number of friends you have but the number of friends you can count on.",15562,,,,,en,,83,6205,https://twitter.com/muftimenk/status/1177589237081956356,
2019-09-27 03:46:37+00:00,muftimenk,"Almighty. Whenever we’re stressed, anxious or afraid, help us remember to run to You and no one else. You’re the only One who can calm our fears, anxieties and turbulent hearts. We can’t handle these times alone. We need Your peace & infinite wisdom to guide us through it all.",25350,,,,,en,,315,9800,https://twitter.com/muftimenk/status/1177429308241063936,
2019-09-26 22:24:20+00:00,muftimenk,"Rather than reaching out and hitting back at the person who is irritating you, learn to exercise restraint. Remind yourself that the Almighty rewards the one who is patient and watches over all things. As long as you are pleasing Him, don’t fret. Nobody can cause you any harm.",14559,,,,,en,,73,5413,https://twitter.com/muftimenk/status/1177348203924131840,
2019-09-26 14:06:28+00:00,muftimenk,"When the Almighty exposes someone’s intention towards you, He has done it for a reason. Some will act like they care about you but behind your back, their intent is totally the opposite. They may even harbour ill thoughts towards you. But don’t worry. The truth will always out!",15680,,,,,en,,100,6279,https://twitter.com/muftimenk/status/1177222911511420939,
2019-09-26 04:27:09+00:00,muftimenk,It’s natural to feel unsure and uncertain about what life has to offer. We’re human after all. Come to terms with it but don’t let it engulf you. Rise above it because you know that the Almighty has your back always. Take a deep breath and move forward. There’s no other way!,17596,,,,,en,,95,7075,https://twitter.com/muftimenk/status/1177077121744855040,
2019-09-25 22:54:47+00:00,muftimenk,"Never mind how they choose to treat you. You walk the higher ground.  Don’t stoop to their level. Treat people with respect and honour. Treat them with love and kindness. Why should you? For a simple reason that what you do will find its way back to you. Somehow, someday.",23304,,,,,en,,105,10938,https://twitter.com/muftimenk/status/1176993480670945283,
2019-09-25 08:39:46+00:00,muftimenk,"When you spread kindness, you’re actually giving the person strength. You’re not reminding him of his weakness. You’re empowering him to go forth and do what he has to do. You’re giving value to other people without expecting anything in return. That’s surely a good thing!",19905,,,,,en,,131,8880,https://twitter.com/muftimenk/status/1176778306202537985,
2019-09-24 18:40:53+00:00,muftimenk,People have microscopic vision when it comes to the flaws of others. Nothing escapes their eyes. They’ll pick on the minutest blemish & find fault with it but will stay clear of their own shortcomings. Staying away from that which doesn’t concern you is a good rule to live by!,15290,,,,,en,,84,6055,https://twitter.com/muftimenk/status/1176567194500706304,
2019-09-24 03:59:55+00:00,muftimenk,"Blessed is he who keeps enduring test after test, who firmly believes & puts his trust in the Almighty. No matter what test comes his way, he will endure with good patience because he knows the Almighty is in full control. Such people will have a special place on Judgement Day.",18212,,,,,en,,113,6342,https://twitter.com/muftimenk/status/1176345491849863168,
2019-09-23 17:02:39+00:00,muftimenk,"Life isn’t easy. It hurts. It’s difficult. It’s tough to imagine the uncertainties. But you know what? The Almighty is planning so much behind the scenes. He will unfold them when the time is right. May be tomorrow, perhaps another day. Be patient. You’ll emerge stronger.",27845,,,,,en,,241,14022,https://twitter.com/muftimenk/status/1176180087319932928,
2019-09-23 09:39:36+00:00,muftimenk,"Ups and downs are part of our daily occurrence. Instead of letting it sour your day, thank the Almighty. Don’t fret. He’s using every test and every trial to refine you. And He will keep doing it till you pass the test and are ready to move on.  So take it in your stride.",19727,,,,,en,,104,8207,https://twitter.com/muftimenk/status/1176068587662073856,
2019-09-22 20:47:59+00:00,muftimenk,Some people can’t bear to see you having a good life & being blessed. They will want to spoil things for you. Beware such people. They won’t hesitate to stab you in your back as well. Learn to be unconditionally happy for those the Almighty has blessed. Your turn will come.,21707,,,,,en,,157,8815,https://twitter.com/muftimenk/status/1175874404582080514,
2019-09-22 04:12:21+00:00,muftimenk,"Nothing that happens in your life is by accident. The Almighty plans everything to the finest detail. There’s a reason behind every incident. Sooner or later, the reason will become apparent. Spend time understanding His Plan. You’ll feel a lot better about your life.",25420,,,,,en,,189,11309,https://twitter.com/muftimenk/status/1175623846218665984,
2019-09-21 22:02:29+00:00,muftimenk,"Often when people talk about change, they mean a physical change. Changing how you look doesn’t count if you’re still carrying on with bad habits etc. Real change comes from within. It means working on yourself from the inside starting with your heart, the root of most problems!",15279,,,,,en,,76,5928,https://twitter.com/muftimenk/status/1175530763938357248,
2019-09-21 12:25:44+00:00,muftimenk,"When someone makes a mistake & then apologizes, accept it & move on. It’s a teachable moment for us all. Be magnanimous. There’s no need to analyze it & tear the person down. It takes a lot of guts to admit you’re wrong. But with the right attitude, you can move on & grow!",24048,,,,,en,,121,10888,https://twitter.com/muftimenk/status/1175385622581829632,
2019-09-21 04:17:49+00:00,muftimenk,"If you want to criticize others, do so constructively. It’s easy to just shoot from the hip and say anything that comes to mind. By doing so, you’re dragging the person down. But it takes a mature soul to actually want to correct someone; to see him become a better person.",15400,,,,,en,,80,5945,https://twitter.com/muftimenk/status/1175262834156101632,
2019-09-20 18:50:35+00:00,muftimenk,"At times, friends & loved ones are the ones who hurt us most. Considering the nature of these relationships, some incidents can leave a deep wound, threatening to uproot friendships & harm family ties. Turn to the Almighty; only He can help you in finding forgiveness for them.",18472,,,,,en,,103,7564,https://twitter.com/muftimenk/status/1175120082592288768,
2019-09-20 06:04:30+00:00,muftimenk,"The difficult people in your life can be your greatest teacher.  Be grateful for the lesson they’re teaching you; those who push your buttons, annoy you with their antics give you the greatest chance for personal growth. Remember, you don’t grow when it’s all comfortable & good.",20965,,,,,en,,153,9107,https://twitter.com/muftimenk/status/1174927293396869121,
2019-09-19 22:57:25+00:00,muftimenk,"Almighty. Only You know the trials and tribulations we are facing in this life. Only You know our pain and understand our discomfort. Only You are there for our grief and sorrow. Only You have the power to heal us, grant hope in our hearts and make us feel whole again. Aameen.",20959,,,,,en,,526,7487,https://twitter.com/muftimenk/status/1174819815678238724,
2019-09-19 15:24:49+00:00,muftimenk,Are you prepared to face your Maker? Are you prepared for your first night in the grave & your life in there which will be much longer than here on earth? Are you prepared to account for all your deeds? If your answer is no... Are you then prepared to start preparing for death?,16350,,,,,en,,175,6127,https://twitter.com/muftimenk/status/1174705914621911041,
2019-09-19 06:18:39+00:00,muftimenk,"When helping others, do so sincerely, from your heart, not expecting anything in return from them. Do it with utmost respect, not in a derogatory way, making them feel small or less in stature. Maintain dignity and self-respect at all times. May the Almighty accept our deeds!",23107,,,,,en,,268,9573,https://twitter.com/muftimenk/status/1174568468269686784,
2019-09-18 22:38:01+00:00,muftimenk,"Never forget that Satan is a big enemy. He loves it when we are at loggerheads with people. He loves it when there’s unrest, fighting, arguing, lots of turmoil everywhere. So protect yourself and do your best not to get drawn into such situations where there is disunity.",14665,,,,,en,,59,5295,https://twitter.com/muftimenk/status/1174452546255110144,
2019-09-18 14:34:26+00:00,muftimenk,"Suicide is NOT an option! When you’re in the depths of despair,  remember, to prolong your prayer and confide in Him. He knows what you’re going through. He will never burden you with more than you can bear. Keep your heart firmly atttached to Him. He will find a way out.",23320,,,,,en,,183,9267,https://twitter.com/muftimenk/status/1174330845802442753,
2019-09-18 05:18:01+00:00,muftimenk,"Don't allow your circumstances to dictate your feelings. When you accept the Almighty’s Decree fully, you have the right attitude towards difficulties or bad news. You accept there’s good in everything eventually. You’re able to walk firmly & steadily. You have firm faith in Him.",15201,,,,,en,,75,5282,https://twitter.com/muftimenk/status/1174190819458387969,
2019-09-17 22:26:11+00:00,muftimenk,"Let hatred go
Let envy go 
Let grudges go
Let self-doubt go
Let low self-esteem go 
Let toxic thoughts go
Let negativity go
Let inner peace prevail
Let your heart be light.",37026,,,,,en,,277,17353,https://twitter.com/muftimenk/status/1174087176675627009,
2019-09-17 14:27:37+00:00,muftimenk,"We change many things in our lives, almost on a daily basis. In fact, change is the only constant today. From physical appearance to our jobs, things are changing. So why do we cling on to our thoughts, ideas, notions, perceptions & mindset which serve no purpose? Let them go!",12699,,,,,en,,54,4807,https://twitter.com/muftimenk/status/1173966743880044546,
2019-09-17 05:57:01+00:00,muftimenk,"Spreading rumours and gossip is incredibly dangerous. It destroys reputations, breaks down relationships and causes mayhem in someone’s life. It’s so common today because so many have lost basic decency and wouldn’t bat an eyelid mass texting such messages. Be careful!",20037,,,,,en,,109,8796,https://twitter.com/muftimenk/status/1173838247702781952,
2019-09-16 18:43:34+00:00,muftimenk,"Focus on the right things. Things that matter. Not on other people's lives, their drama, problems & behaviour. All that isn’t your business. You need to fix what needs fixing in your life. Don’t be distracted. Don’t compare your life to others. Circumstances are never the same.",20071,,,,,en,,116,9877,https://twitter.com/muftimenk/status/1173668766988865536,
