,Date,User,Tweet
1109,2021-01-21 14:08:52+00:00,muftimenk,"When you feel broken, 
When you’re in a dark place with no glimmer of hope, 
When your world seems to be crumbling, crashing down on you; 
Always remember the Almighty will never abandon you. That one sincere prayer can change your entire life. Where there’s hope, there’s life."
1110,2021-01-20 17:43:30+00:00,muftimenk,"Every now and then, pause. Take stock of your life. Are you pleased with your progress? Which areas need improvement? It’s a blessing to be able to stop, recharge and gain strength before moving forward. Don’t let anyone make you feel bad!"
1111,2021-01-20 00:31:23+00:00,muftimenk,"Remember, people can’t destroy what they don’t know. Stop giving them the ammunition. Stop telling them too much. Stop telling them more than they need to know. People are curious by nature. So be careful what you share, especially on social media! Be safe not sorry!"
1112,2021-01-19 06:27:34+00:00,muftimenk,"There will be times when things don’t work out because that’s not where the Almighty wants you to be. Don’t question Him. Instead, trust Him, His plan &amp; His timing. Even when you don’t understand the details of His plan, bear patience because it will be unravelled in good time!"
1113,2021-01-18 19:11:03+00:00,muftimenk,Cut out distractions from your life. It’s a tall order because we’re surrounded by all sorts of things daily. Focus on how much you’ve been blessed with and how much the Almighty has favored you. Give up ingratitude or you’ll end up missing out on the good happening around you!
1114,2021-01-18 06:38:07+00:00,muftimenk,There are some who will scrutinize your life not because they like you or are admiring you. They can’t believe that you’re doing so well despite all the hate &amp; venom they have thrown in your direction. Take heart. Don’t stress over it. The Almighty knows &amp; sees all the goings-on!
1115,2021-01-17 23:10:33+00:00,muftimenk,Don’t ruin the happiness of others. Your turn will come. Be careful how you react when the Almighty blesses your neighbour. Be happy for him and pray that the Almighty rewards you in a similar manner. Don’t go around spreading rumours or gossiping about him. Check your heart!
1116,2021-01-17 04:51:53+00:00,muftimenk,"At times, you’ve just got to let things go for your sanity and peace of mind. Don’t ask any questions or look for any answers. Don’t expect people to understand you. Don’t expect anything from anyone but the One who made you. You’ll have fewer disappointments that way."
1117,2021-01-16 13:35:10+00:00,muftimenk,"When you see a bend in the road, it’s not the end of the road. Take the leap of faith and make that turn. That’s life in essence. You have to keep going. No stopping. No quitting. You only win if you don’t quit. So don’t ever give up on yourself!"
1118,2021-01-16 03:09:54+00:00,muftimenk,Don’t keep bitterness in your heart. It will gnaw at your heart and wear you down. Let go of such feelings and move on. It’s easier said than done but you’ll be thankful you did. Because unforgiveness left in your heart will destroy you more than the person who hurt you!
1119,2021-01-15 10:03:08+00:00,muftimenk,"Almighty. Amid the crisis in the world right now, grant us peace of mind &amp; relieve the anxiety &amp; stress we’re experiencing daily. Give us clarity of mind to do what’s best. Guide us through the path of life which is often paved with many obstacles. Let peace reign in our hearts!"
1120,2021-01-14 20:59:24+00:00,muftimenk,Do you feel that it seems easier to stay where you are than to follow a better path? Fear will make you feel this way. Your detractors hope you stay this way. But staying put gets you nowhere. Take that leap of faith. Start what you need to do! The Almighty has your back!
1121,2021-01-14 14:28:10+00:00,muftimenk,Leave a trail of goodness wherever you go. Inspire people. Give them hope. Motivate and encourage. Help them believe that better days are ahead. The storm shall pass. Never underestimate the power of positivity. Keep spreading good vibes and continue to make a difference.
1122,2021-01-13 21:42:47+00:00,muftimenk,"Life’s a marathon not a sprint. Keep going. Don’t stress over petty things. Eventually, everything gets better. One day, you’ll realize that you’re no longer bothered by those things that used to upset you &amp; rob you of your inner peace. What matters most is pleasing your Maker!"
1123,2021-01-13 01:48:01+00:00,muftimenk,"As much as we try to protect our hearts, we’re all broken in some ways. Bring your wounded heart to the Almighty. Cry out to Him. Tears are prayers too when you can’t speak. He will restore you. There are many who are suffering from things they can't tell anybody! So talk to Him!"
1124,2021-01-12 12:23:08+00:00,muftimenk,"Learn to overcome your challenges. Don’t run away from pain, fear and brokenness. Face them head on. Make a plan. It won’t be easy. But know that you’re never alone. Call on the Almighty. But whatever happens, be sure not to give up. Persistence is key in overcoming challenges."
1125,2021-01-12 04:05:53+00:00,muftimenk,"Stop asking people probing personal questions. Why someone is not yet married or not having children is seriously not your business. Such is the struggle many are going through. Be kind. Be compassionate. And if you can’t be those, be quiet."
1126,2021-01-11 22:31:18+00:00,muftimenk,"What goes on around you is not something you can control. But what goes on inside you is something you can control! In fact, you have to control it or it will ruin your peace. You need to be centered, focused &amp; single-minded so you can weather any storm with the Almighty’s help."
1127,2021-01-11 07:07:19+00:00,muftimenk,"Be grateful not just occasionally but daily. Don’t take anything for granted. As much as the Almighty gives, He can also take away. Thank Him for all that you have. Don’t compare your life to others. They may look ‘“perfect” on social media but they all have problems in real life"
1128,2021-01-10 21:51:27+00:00,muftimenk,Keep your heart connected to the Almighty at all times. You’ll reach a stage in your life where you’ll trust Him completely that you don’t get upset anymore when things don’t go your way. You know that the Best Planner will turn every disappointment into a blessing!
1129,2021-01-10 13:20:56+00:00,muftimenk,Stay true to yourself. Do your own thing and don’t worry about what people say. It might not make sense to them but that’s okay. Don’t expect everyone to understand you. They don't have to. It's between you and the Almighty. So keep going!
1130,2021-01-10 04:48:39+00:00,muftimenk,"Never underestimate what the Almighty can do. Just because you can’t do it, doesn’t mean the Almighty can’t do it! He’s the Lord of the Worlds. If He can turn night into day, He can surely change our situation in the blink of an eye. He’ll do it when He knows the time is right!"
1131,2021-01-09 20:13:35+00:00,muftimenk,Sometimes you keep facing the same old problems because you keep allowing the same people back into your life again &amp; again. Sometimes the Almighty wants you to put a full stop but you refuse to read the signs. Perhaps it’s time to stop pressing rewind &amp; hit the delete button!
1132,2021-01-09 11:39:39+00:00,muftimenk,"Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Boeing737"
1133,2021-01-09 07:29:35+00:00,muftimenk,"When you mess up in life, when you feel yourself down in the dumps, when you think you’ve committed sins so huge that there’s no way out, turn to the Almighty; not turn away from Him. He is the most Merciful and He will guide you back on track if you call on Him sincerely!"
1134,2021-01-08 21:12:15+00:00,muftimenk,"Once you've sinned, acknowledge it, quickly repent &amp; move on. Clear your slate with the Almighty. Don't waste time overthinking &amp; dwelling on it, letting it destroy you &amp; ruining your future. That’s what Satan wants and that’s exactly what he will do! Don't allow him to succeed."
1135,2021-01-08 00:15:56+00:00,muftimenk,"Almighty. As the pandemic has forced many into lockdown again, we look to You for comfort, strength &amp; protection. Calm our hearts amidst the turmoil. Help us wait patiently for this to pass, trusting with firm faith. Help us look out for each other &amp; keep us all in your care."
1136,2021-01-07 08:20:35+00:00,muftimenk,"Not everyday will be smooth sailing. It’s okay if today didn’t go your way. It’s not the end of the world. Take it in your stride. If you’re doing your best, that’s good enough! The Almighty is aware &amp; will reward your effort, no matter how insignificant you thought it was!"
1137,2021-01-06 22:52:59+00:00,muftimenk,There will be people who won’t be happy for your success. They don’t want to see you grow and get better. But the truth is no one can stop what the Almighty has planned for you. That’s right! No one! So keep going. Don’t quit on yourself. Trust Him in all that you do.
1138,2021-01-06 15:24:39+00:00,muftimenk,Do yourself a favour. Be yourself and quit trying to be someone else. That’s a sure recipe for disaster. The Almighty has made each one of us unique &amp; there is only one you. Focus on being the best version of yourself. Work hard at it and don’t worry what other people say!
1139,2021-01-05 14:41:14+00:00,muftimenk,"Can you ever accept that you’ve made a mistake or that you were wrong? When you do recognize it, do you still stand your ground? If you do, you probably have toxic traits. You like to pick on people’s faults too. You need to work on yourself &amp; your heart where it all starts!"
1140,2021-01-04 15:36:53+00:00,muftimenk,Pray wholeheartedly. Supplicate wholeheartedly. You can’t have doubts and expect the Almighty to change your circumstances. It doesn’t work that way. So don’t block your prayer and whatever you’re asking Him by being doubtful. Trust Him fully and watch your life unfold!
1141,2021-01-03 21:06:48+00:00,muftimenk,"You’ll attract what you are! That’s a fact! Do good &amp; good will come back to you. Be kind &amp; you’ll be offered the same. When you radiate positive energy, you’ll surely attract the likes of positivity. So make a commitment to do good because what you give out is what you get back!"
1142,2021-01-03 13:06:56+00:00,muftimenk,"When you do what’s right, what the Almighty has prescribed for you and leave whatever He has forbidden, it will never be a distraction. It will, in fact, bring you closer to Him. So be mindful of what you’re occupying yourself with because it can mess your link with Him!"
1143,2021-01-02 22:33:33+00:00,muftimenk,"Keep going. Not all days will be smooth sailing. Some days are tough, really tough and things seem uncertain. But always move ahead with hope. Hope that things will get better because the Almighty has promised us that after hardship, there’ll be ease. So don’t despair!"
1144,2021-01-02 10:33:35+00:00,muftimenk,"Never underestimate what the Almighty can do. He can change things at the drop of a hat. Don’t dwell on what didn’t happen or didn’t work out. Never quit at the slightest setback. Keep moving ahead and the results will follow eventually. Remember, miracles happen everyday!"
1145,2021-01-01 21:07:50+00:00,muftimenk,"Be careful how you treat others. The ones you disrespect, disregard or dishonor may have a high status with the Almighty. You’ll never know! You have no knowledge how He views them so it’s wise to be kind to all you meet. You don’t want to jeopardize your relationship with Him!"
1146,2021-01-01 05:13:12+00:00,muftimenk,"Almighty. Give us the courage to begin again wherever we’ve faltered. Despite the obstacles and difficulties in life, help us be patient enough to know that starting over takes time. Grant us strength and guidance in whatever we undertake and always keep us on the straight path."
1147,2020-12-31 13:12:16+00:00,muftimenk,"Step out of your comfort zone &amp; do the things you’ve been putting off for too long. Do those tedious tasks that need to be completed. Don’t procrastinate. Do it today. Nobody’s promised tomorrow. Remember, growth takes place when you are challenged, not when you are comfortable!"
1148,2020-12-30 23:49:40+00:00,muftimenk,"Attitude makes a whole lot of difference. If you are struggling or in pain right now, keep your head up, think positive &amp; keep on smiling, you'll get through this. Don't let anyone or anything bring you down today. You're destined for success. Trust the Almighty &amp; keep going!"
1149,2020-12-30 11:07:35+00:00,muftimenk,"Not everyone has your best interest at heart. Look out for those who aren’t happy for your healing, your growth &amp; your success. At times, the naysayers are those closest to you &amp; the biggest supporters are those furthest from you. Focus on those who matter &amp; nurture those bonds."
1150,2020-12-30 03:37:05+00:00,muftimenk,Stop letting Satan take you for a ride. You should be familiar with his tricks by now. He will bring back old sins which you have repented for and cast doubts in your mind about the Almighty’s Mercy. Stay focused. Don’t fall for this narrative. Move on and look ahead with hope!
1151,2020-12-29 21:24:09+00:00,muftimenk,You’ll start to outgrow a lot of people once you start doing what’s best for you. Stop worrying about how others will feel or whether they’ll accept it.  This life’s too short for that. Be concerned about how things will be before the Almighty on Judgement Day. That’s your goal!
1152,2020-12-29 13:26:47+00:00,muftimenk,Don’t worry about people liking you. You should know by now that they’re a hard lot to please. Nothing is good enough for them. So don’t stress over this. You liking yourself is what matters. That’s your milestone. People liking you is a bonus. Get your priorities right.
1153,2020-12-28 22:22:32+00:00,muftimenk,"Be mindful when you speak. Choose your words carefully. Good or bad, words are little seeds that can make a big difference in the present &amp; the future. Use your words to bring life to those around you. Don’t use your words to stab people &amp; leave indelible marks in their hearts."
1154,2020-12-28 06:27:57+00:00,muftimenk,There’ll be times when the Almighty puts you in situations completely out of your control just to remind you who’s in charge. Recognize it. Don’t question Him. He knows what He’s doing. Cultivate a good attitude and have full faith in Him to get you through it.
1155,2020-12-27 23:27:09+00:00,muftimenk,"You will fall. You will make mistakes. But that doesn’t make you worth any less. Get up again. Times are difficult. Many are sick. Others have lost their jobs, etc. But it doesn’t mean the Almighty is unaware. He is always there for you. Call out to Him. He loves it when you do."
1156,2020-12-27 07:20:27+00:00,muftimenk,Does your heart feel heavy? Does your mind see no way out? That’s when you need to trust the Almighty &amp; depend on Him even more. Don’t entertain negative thoughts from Satan. Rise above it. It won’t be easy but you must do it. Bear utmost patience. He will show you a way out.
1157,2020-12-26 23:15:33+00:00,muftimenk,Thank the Almighty for everything you have &amp; every trouble you don’t have because He kept them away from you. Many out there are struggling to survive in this difficult time. You’ll never be able to count all your blessings so the least is to thank Him upon all conditions!
1158,2020-12-26 13:11:19+00:00,muftimenk,"Don’t worry if you’re not where you want to be. You can’t rush good things. They take time. They have to go through a process. Work hard, do your best. Leave the rest to the Almighty. His timing is best. When you see the results, you’ll be glad you kept going and didn’t give up!"
1159,2020-12-26 06:20:18+00:00,muftimenk,"In life, you’ll meet all sorts of people. Those who frustrate you, anger you, push you to your limits, annoy you etc. It’s part of your test. Take it in your stride. Each one will have a lesson for you; good &amp; bad. This is how you grow! Everyone crosses your path for a reason!"
1160,2020-12-25 17:10:11+00:00,muftimenk,"Satan never attacks where he has won. He attacks where he knows he’s losing. The closer you are to the Almighty, the harder he has to work. So remain steadfast. Stay strong. You’re winning this. Keep firm faith and remain unflinching in your ways. Don’t let your guard down!"
1161,2020-12-25 05:04:44+00:00,muftimenk,"Almighty. Make us content with whatever You have decreed for us. Let us go through it, bearing beautiful patience, knowing You’re in full control. Constantly remind us that nothing in this world lasts forever. Guide us to the best of manners, forgive our sins &amp; purify our hearts."
1162,2020-12-24 22:21:35+00:00,muftimenk,"Don’t feel bad or guilty about taking care of yourself. It’s not a selfish act. In fact, it’s very important and it will help you live a more positive lifestyle. You have to take care of yourself or you will have nothing left to give others. Remember, you are worth the effort."
1163,2020-12-24 13:27:21+00:00,muftimenk,Be mindful of those who are out to make you look like the villain. They never tell the whole story. Just the part that makes you look bad. They have an agenda and will go all out. Stop trying to prove them wrong. Don't partake in their drama. The Almighty will vindicate you.
1164,2020-12-24 06:07:30+00:00,muftimenk,"When you expect very little or nothing at all from people, you won’t be easily disappointed. The more you expect &amp; demand from others, the more disappointed you’ll be. Focus on giving &amp; helping others. It’s a more gratifying experience. The Almighty will reward you immensely!"
1165,2020-12-23 23:18:59+00:00,muftimenk,You should know by now that people come &amp; go from your life. That’s why it’s important to be rooted with the Almighty that nobody's absence or presence can disturb your inner peace. Let them walk in or walk out. It doesn’t matter to you. What matters is your solid link with Him!
1166,2020-12-23 16:06:20+00:00,muftimenk,No one has a perfect life. You don’t need a perfect life to be content or happy. We’re grateful for the Almighty’s blessings and we constantly thank Him for looking after us. Accept change and His trials as part of this short life. Bear patience and never lose hope in His Mercy.
1167,2020-12-23 08:01:13+00:00,muftimenk,"Life is but test after test. Be prepared to be tested with fear, failure, loss, health, wealth. Bear it with good patience or get upset &amp; miserable? What should keep you going is the thought that nothing lasts. The Almighty has a beautiful Paradise waiting for you. Don’t give up!"
1168,2020-12-22 18:14:17+00:00,muftimenk,"At times, the answer to your prayer is not in what He gives but in what you lose. You may not see it immediately but eventually you’ll realize the loss was the Almighty’s Mercy. He was saving you from calamity. Be forever grateful because you could never have done it on your own!"
1169,2020-12-22 11:26:13+00:00,muftimenk,"Don’t try to live up to other people's expectations. Don’t go through life making decisions based on other people’s desires. Remember, they don’t have to live with the results of those choices. You do! Take control of your life. Do your best and make the Almighty your priority!"
1170,2020-12-22 03:51:07+00:00,muftimenk,"It might not be obvious to you now, but greater things are being planned for you. You're always given the test before the reward. You're always given the struggle before the strength. Hardships always come before the ease. Keep trusting the Almighty. The blessings will follow."
1171,2020-12-21 18:49:09+00:00,muftimenk,The only person you should be competing with is you. The only person you should be outdoing is the person you were yesterday. Focus on yourself &amp; your shortcomings. Aim to be a better person with each new day. Your grass will never be greener by focusing on someone else's lawn.
1172,2020-12-21 08:20:59+00:00,muftimenk,We’ve all made wrong choices in the past. Don’t let regret overwhelm you. Get back on track. Seek the Almighty’s help and believe that He wants the best for you. Believe that He will redeem the past and restore your present. Leave the worst behind and move forward in faith!
1173,2020-12-20 22:24:23+00:00,muftimenk,The Almighty forgives but people don't always forgive. Don't allow the harsh words or judgement of man to create a distance between you &amp; the Almighty. You might pay a price for some sins you commit on earth but sincere repentance will ease your path to Paradise. Don't lose hope!
1174,2020-12-20 08:09:50+00:00,muftimenk,Not everything that leaves our lives need to be chased. Let it go. The Almighty has decreed some things for you. Others are not meant for you. You may have encountered them for a brief moment. Perhaps there were lessons meant for you. Don’t dwell on what was. Life’s too short!
1175,2020-12-19 16:00:11+00:00,muftimenk,Be friends with those who are happy when you do well. They cherish your victory &amp; support you. They’re excited when things work out for you. They share your views &amp; goals. Keep such people in your inner circle. Never mind if their number is small. Quality over quantity!
1176,2020-12-19 06:43:00+00:00,muftimenk,"Be mindful of those who are out to make you look like the villain. They never tell the full story, just the part that makes you look bad. They have an agenda and will go all out. Stop trying to prove them wrong. Don’t partake in their drama. The Almighty will vindicate you!"
1177,2020-12-18 23:56:10+00:00,muftimenk,"People will do all they can to tarnish your image, smear your personality etc but take heart because no matter what they do they can’t take away your good deeds. Let them say what they want. The Almighty knows the truth &amp; those who know you better won’t fall for such cheap shots!"
1178,2020-12-18 16:49:06+00:00,muftimenk,Sometimes the Almighty removes a particular person from your life because the relationship no longer serves any purpose. There’s no more positive growth. Learn to recognise it. Don’t run after that person who is not meant to be part of the next journey of your life. Move on!
1179,2020-12-18 08:33:56+00:00,muftimenk,"Almighty. We’re not perfect. We sin, we falter and make mistakes but we do our best trying to please You. We ask You to accept the deeds we do solely for Your sake. Forgive our shortcomings. We will never lose hope in Your Mercy. We will always keep our hearts attached to You!"
1180,2020-12-17 16:51:11+00:00,muftimenk,"The Almighty loves you more than you could ever imagine. He will keep testing you but all within limits which you can bear. He will never abandon you. So never give up. Just when you thought you’ve reached the end of your tether, He will show you a way to start over! Keep going!"
1181,2020-12-17 08:52:44+00:00,muftimenk,"Be mindful who you trust. Remember, sugar &amp; salt? They look similar. So tread carefully. Listen to your gut feel. The Almighty has given you intuition. Use it wisely. Watch what people are doing. Not just what they’re saying. When words &amp; actions are aligned, trust is affirmed!"
1182,2020-12-16 21:38:44+00:00,muftimenk,Be mindful of Satan’s tricks. He will keep bringing up your past. People &amp; events from what was. He doesn’t want you to change &amp; get closer to the Almighty. Be firm. Stay focused. Remember why you left your past in the first place. Don’t look back. He will work it out for you!
1183,2020-12-16 05:36:18+00:00,muftimenk,"Sometimes you may want to address some things badly but you know they’re better left unsaid. Because if you do, you may end up regretting your words &amp; actions. It’s a great challenge to exercise restraint but you must for your own peace of mind. The Almighty will take care of it."
1184,2020-12-15 15:01:18+00:00,muftimenk,Maturity is when you stop complaining &amp; making excuses. Stop blaming others for what’s going on in your life. It’s easy to look for scapegoats. But a mature person realizes that whatever happens is mostly a result of choices you've made. Take control of your life! Be accountable!
1185,2020-12-15 05:40:14+00:00,muftimenk,"Get up every morning with a fresh, new attitude. Remember, no one is promised a new day. So don’t waste the opportunities that the Almighty has laid out for the day. Believe that He wants only good for you. Having a grateful attitude will determine how you live your life."
1186,2020-12-14 13:12:20+00:00,muftimenk,"Jealousy is evil. Don’t let it take root in your heart. It can multiply like cancer cells, jeopardizing your future blessings! The longer you leave it in your heart, the more it spreads &amp; damages you from the inside out. Quit being jealous. Encourage &amp; uplift one another instead!"
1187,2020-12-14 03:40:19+00:00,muftimenk,"Always remember that we are nothing without the Almighty. But with Him, we can expect great things. He has blessed us with so much. Never forget to count your blessings and be grateful. Gratitude is key. Gratitude brings contentment. Gratitude makes what we have, enough!"
1188,2020-12-13 16:23:47+00:00,muftimenk,Stop telling people more than they need to know. It only provides them with fodder for more gossip. Oversharing is not healthy. It can lead to unnecessary complications in life especially if you shared with the wrong people!
1189,2020-12-13 07:25:08+00:00,muftimenk,Let’s face it. We all tend to worry about the future from time to time. That’s ok. We’re human. But try not to exhaust yourself on something that hasn’t even happened. Don’t clutter your mind with such thoughts. Focus on the present moment. Live positively. Trust the Almighty!
1190,2020-12-12 22:10:27+00:00,muftimenk,"This life is a test. Take it in your stride. Remember, nothing lasts. There’ll be good days and tough days. So don’t let the difficult days destroy you. Similarly, the good days shouldn’t distract you to such an extent that you forget your purpose in this life! Keep it balanced!"
1191,2020-12-12 16:54:49+00:00,muftimenk,"Be mindful of your words. Always speak the truth. Uncovering a lie can be extremely painful. Once someone lies to you, the trust is broken. Rebuilding trust after that can be extremely challenging. May the Almighty protect us from such acts and keep us trustworthy at all times!"
1192,2020-12-12 03:14:05+00:00,muftimenk,"Don’t use hurtful words on anyone. Don’t mock someone for whatever it is they may be going through. If it’s something you haven’t experienced &amp; endured, you shouldn’t pass judgement. Because when it happens to you, you might become everything you ever criticized in others!"
1193,2020-12-11 17:00:22+00:00,muftimenk,"Be patient with others. Remember, the Almighty is most patient with you. How many times have you faltered; yet He brought you back on track, repeatedly! There will come a point in life when it will just hit you. Indeed, we have a Lord who is Most Merciful!"
1194,2020-12-11 07:18:54+00:00,muftimenk,"Almighty. The pressures of life at times push us to a corner, making it hard to move forward. Help us not to quit but to keep going on the straight path faithfully. Give us the strength to overcome each obstacle in our path. We have full faith in You, with Your Mercy and Might!"
1195,2020-12-10 20:31:53+00:00,muftimenk,Learn to set healthy boundaries. Learn when to walk away and when to work things out. You can’t control how people treat you. That’s on them not you but you can control what you tolerate. Be kind but firm. There’s no need to be rude about it. You’ll be thankful you did it!
1196,2020-12-09 22:54:56+00:00,muftimenk,"There’s a teaching moment in every trial that the Almighty sends your way. Each pain makes you stronger; every betrayal makes you wiser, every failure makes you more resilient. He will keep testing us till we learn the intended lesson. Keep learning! Life always has a lesson!"
1197,2020-12-09 12:58:50+00:00,muftimenk,"When you’re close to the Almighty, you’ll be extremely grounded. Nothing worldly will shake or affect you that you lose your sense of self. You’ll have inner peace. You won’t be easily provoked. You’re better able to control your anger. You’re calm in the face of adversity!"
1198,2020-12-08 23:06:31+00:00,muftimenk,Wait patiently. It’s never a punishment. It could be a protection. And it’s certainly a preparation for when the door finally opens. It’s all to do with timing. The Lord of the Worlds knows when it’s best to give you what you’ve been asking for day and night!
1199,2020-12-08 14:22:29+00:00,muftimenk,"At times, the Almighty will slow you down just to protect you. A delay doesn’t mean denial. There’s evil ahead of you which you can’t see but He can. So don’t always be in a hurry. Read His signs. You’ll be forever grateful that you didn’t rush headlong into things. Slow down!"
1200,2020-12-07 22:39:07+00:00,muftimenk,Learn to be fair. The Almighty loves those who are just. Sometimes you don’t like someone based on what others have said about him or someone else's description of him. But he turned out to be a good person. So stay away from having preconceived ideas. Give everyone a chance!
1201,2020-12-07 04:28:03+00:00,muftimenk,"The Almighty will give you what you want when the time’s right. If it’s good for you, He’ll make sure that you get it. If it’s bad for you, He will keep it away from you. Never for a moment think that He hasn’t  heard you. He knows what’s in your heart even before you uttered it!"
1202,2020-12-06 12:30:37+00:00,muftimenk,"We often forget who’s in control of our journey. We plan as if everything is guaranteed. As if we’ll get everything we want. But the Almighty has shown us, especially during this pandemic that we should appreciate everything that we have. He can take away anything, anytime!"
1203,2020-12-06 03:35:22+00:00,muftimenk,"Learn to wait patiently. Not with a bad attitude. When you see friends being blessed, be happy for them. Pray for their well-being so the Almighty might grant you the same favours. Your turn will come. Live by this principle: when it wasn’t my turn, I never hated. I just waited!"
1204,2020-12-05 22:39:10+00:00,muftimenk,"Feel hopeless? Feel like the world is caving in on you? Feel like you’re in total darkness with no light at the end of the tunnel? Remember, no matter what you’re going through, that one sincere prayer can change your entire life. Where there’s hope, there’s life. Always!"
1205,2020-12-05 07:15:38+00:00,muftimenk,"The greater the obstacles, the greater the victory. Don’t complain when your test is a difficult one. The Almighty tests those He loves most. He’ll keep testing us. There’s a purpose behind the trial. Tests are a way to purify us. Embrace it. You’ll realize its value eventually!"
1206,2020-12-04 13:42:00+00:00,muftimenk,"How you live your life daily matters. Are you sowing seeds of goodness so you can reap them later or are you doing whatever you feel like. Don’t waste your short time in this world. Sow seeds of positivity, gratitude, love, hope etc and see how it impacts those around you."
1207,2020-12-04 07:11:18+00:00,muftimenk,"Almighty. Forgive us for trying to fix things on our own. Forgive us for running around seeking help when we should be turning to You. Forgive us for forgetting how much we need You above everyone &amp; everything else. You know our pain, burden &amp; cares. Heal us. Make us whole again!"
1208,2020-12-03 21:48:35+00:00,muftimenk,"Let’s be honest about it. From time to time, we all do foolish things. We make mistakes. As long as we acknowledge our shortcomings and seek forgiveness, nothing we do is beyond the capacity of the Almighty to forgive. Remember, we make mistakes. He doesn’t! He’s perfect!"
1209,2020-12-03 05:55:18+00:00,muftimenk,Do you sometimes feel like the weight of the world is too much on your shoulders? Don’t fret. You’re never alone. Don’t think you’re helpless &amp; there’s no way out. Seek your strength from the Almighty. Feel your load lighten. Know that He will grant you the best outcome!
1210,2020-12-02 21:44:23+00:00,muftimenk,"You may have sins the size of a mountain but once you sincerely repent, the Almighty wipes them all out because He loves repentance. Don’t let Satan make you believe otherwise. Don't let your sins drown you. Repent today and start focussing on blessings, no matter how small."
1211,2020-12-02 06:43:09+00:00,muftimenk,Nothing good comes easy. The process will be painful at times but trust the Almighty to see us through it. Pain is essential for growth; it can move us towards a more deeply fulfilling life. Our greatest growth periods normally come from the experience of pain. Trust the process!
1212,2020-12-02 01:01:54+00:00,muftimenk,"Watch this and Subscribe to my YouTube Channel. 

https://t.co/l3975nTtmt"
1213,2020-12-01 11:47:14+00:00,muftimenk,"Each time you face hardship, the naysayers &amp; skeptics are waiting on the sidelines. Waiting &amp; anticipating for you to fail. Thus the importance of staying grounded no matter what’s going on. Be firm. Seek your strength from the Almighty. Don’t lose focus when calamity strikes."
1214,2020-11-30 22:55:44+00:00,muftimenk,"Many tend to look back with pain and disappointment for making the wrong choices, decisions etc. That’s life. It’s inevitable. Everything happens for a reason. Learn the lessons from your past and never make the same mistakes again. Move on. The Almighty is there to guide you!"
1215,2020-11-30 07:45:14+00:00,muftimenk,"Stay away from abusive  language, insults &amp; curses. Many use it without thinking. It’s become a habit for the young, thinking it’s cool to utter such expletives. They’ve become desensitized to the use of foul &amp; offensive words. Don’t fall into the trap. It’s NOT cool! It’s a sin!"
1216,2020-11-29 21:17:19+00:00,muftimenk,"Do you derive pleasure when misfortune befalls someone else? Are you guilty of this? Something bad happens to someone else and you are secretly gleeful. Be careful. It shows a poisonous heart which willl get worse if you don’t check it. Empathize, be kind and show compassion!"
1217,2020-11-29 13:08:11+00:00,muftimenk,"Make self-improvement your priority. Don’t concern yourself with what people think or say about you. Don’t worry about their behaviour, words and actions. Focus on being a better person each day that you have no time to judge others or speak of their shortcomings."
1218,2020-11-28 15:56:03+00:00,muftimenk,"Many waste time reminiscing what they’ve left behind. Don’t. If you keep looking back, you'll miss what's waiting for you ahead. Remember, where you are right now is where the Almighty wants you to be. He’s planned it that way. So brace yourself for the journey that awaits you!"
1219,2020-11-28 08:08:39+00:00,muftimenk,"Strive to make others happy, do it selflessly &amp; the Almighty will make sure you’re kept happy. Remember happiness begets happiness. Be concerned with beautifying your character rather than your physical being. Physical beauty will wither away but good character will last!"
1220,2020-11-27 21:57:24+00:00,muftimenk,The sad truth about hardship &amp; calamities is that they reveal your true friends &amp; real enemies. Who will help you? Who will distance themselves from you? Who will be there to just offer some kind words? You could probably count them on the fingers of one hand! That’s a fact!
1221,2020-11-27 03:54:22+00:00,muftimenk,"Almighty. Grant ease to those facing any form of hardship. You know their needs better than anyone else. You know their pain, anxieties, worries &amp; fears. We pray for a breakthrough for them. Bless &amp; heal them from all their hurt. Refill them with strength &amp; restore their hope!"
1222,2020-11-26 18:47:18+00:00,muftimenk,"No matter what the circumstances, don’t hurt others. Don’t be mean. You never know what the next person is going through. If you can’t say a nice word or do something pleasant, it’s best to remain silent. There’s so much evil in the world today, you don’t need to add to it!"
1223,2020-11-26 03:31:51+00:00,muftimenk,Don’t let Satan make you doubt. He’s good at that. Doubt creates uncertainties in your heart &amp; mind. It makes you feel uneasy &amp; directionless. You need to anchor your faith firmly &amp; take control of your life. The Almighty is always there to steady you &amp; get you back on track!
1224,2020-11-25 16:08:37+00:00,muftimenk,"Sitting around, wasting time gossiping and judging others is not unfamiliar to many. They forget that such acts are a sin. Use the time wisely to improve yourself. Remember, tomorrow is not promised to anyone. So don’t waste your short life and start rearranging your priorities!"
1225,2020-11-25 04:13:48+00:00,muftimenk,You will feel frustrated at times. You will feel like everything is crumbling right before your eyes. You will feel that you can’t handle things on your own. You’re not supposed to! The Almighty loves it when you ask Him. Fervently. Ask with conviction. He will lift your load!
1226,2020-11-24 11:46:39+00:00,muftimenk,"Train yourself to be less angry and reactive to everything that’s being said about you. Every comment, every retort, every criticism; just take them all in your stride. Remember, silence often speaks volumes. Save your energy for that which really requires your involvement!"
